Kingdom	Phylum	Class	Order	Family	Genus
ASV_31447	Bacteria	Firmicutes	Bacilli	Bacillales	Family_XI	Gemella
ASV_31448	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31449	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31450	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
ASV_31451	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31452	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
ASV_31453	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31454	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus
ASV_31455	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005
ASV_31456	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31457	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV_31458	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalicoccus
ASV_31459	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31460	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Acetanaerobacterium
ASV_31461	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31462	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ASV_31463	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus
ASV_31464	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31465	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31466	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira
ASV_31467	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31468	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_31469	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31470	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31471	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31472	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_31473	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
ASV_31474	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_31475	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Mitsuokella
ASV_31476	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_31477	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group
ASV_31478	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Acetanaerobacterium
ASV_31479	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
ASV_31480	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31481	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_31482	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_31483	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31484	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus
ASV_31485	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31486	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ASV_31487	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV_31488	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_31489	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_31490	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
ASV_31491	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31492	Bacteria	Firmicutes	Negativicutes	Selenomonadales	NA	NA
ASV_31493	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31494	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA
ASV_31495	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_31496	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum
ASV_31497	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_31498	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31499	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ASV_31500	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31501	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_31502	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_31503	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_31504	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014
ASV_31505	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	NA
ASV_31506	Bacteria	NA	NA	NA	NA	NA
ASV_31507	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_31508	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31509	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_1
ASV_31510	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_31511	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31512	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31513	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_NK4A214_group
ASV_31514	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31515	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31516	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_31517	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_31518	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010
ASV_31519	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_31520	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_31521	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31522	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
ASV_31523	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_31524	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31525	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31526	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
ASV_31527	Bacteria	NA	NA	NA	NA	NA
ASV_31528	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
ASV_31529	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Dielma
ASV_31530	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella_3
ASV_31531	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31532	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_31533	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Asaccharospora
ASV_31534	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_31535	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31536	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
ASV_31537	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31538	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Asaccharospora
ASV_31539	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
ASV_31540	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
ASV_31541	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	NA
ASV_31542	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania
ASV_31543	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
ASV_31544	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium
ASV_31545	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
ASV_31546	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31547	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ASV_31548	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31549	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
ASV_31550	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
ASV_31551	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_31552	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Allisonella
ASV_31553	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella
ASV_31554	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31555	Bacteria	NA	NA	NA	NA	NA
ASV_31556	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
ASV_31557	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
ASV_31558	Bacteria	SR1_(Absconditabacteria)	NA	NA	NA	NA
ASV_31559	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium
ASV_31560	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc
ASV_31561	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31562	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
ASV_31563	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_31564	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia
ASV_31565	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ASV_31566	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31567	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia
ASV_31568	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania
ASV_31569	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31570	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
ASV_31571	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum
ASV_31572	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31573	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
ASV_31574	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31575	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella
ASV_31576	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5
ASV_31577	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	NA
ASV_31578	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_NK4A214_group
ASV_31579	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_31580	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_31581	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31582	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group
ASV_31583	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus
ASV_31584	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_31585	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31586	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
ASV_31587	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_31588	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ASV_31589	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31590	Bacteria	NA	NA	NA	NA	NA
ASV_31591	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_31592	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus
ASV_31593	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira
ASV_31594	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
ASV_31595	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31596	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus
ASV_31597	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_31598	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
ASV_31599	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania
ASV_31600	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31601	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31602	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31603	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_9
ASV_31604	Bacteria	Firmicutes	Negativicutes	Selenomonadales	NA	NA
ASV_31605	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus
ASV_31606	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31607	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ASV_31608	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Eggerthella
ASV_31609	Bacteria	Firmicutes	Negativicutes	Selenomonadales	NA	NA
ASV_31610	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_31611	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_NK4A214_group
ASV_31612	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus
ASV_31613	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus
ASV_31614	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31615	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31616	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31617	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor
ASV_31618	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5
ASV_31619	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31620	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-003
ASV_31621	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF9	NA	NA
ASV_31622	Bacteria	NA	NA	NA	NA	NA
ASV_31623	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_NK4A214_group
ASV_31624	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5
ASV_31625	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31626	Bacteria	NA	NA	NA	NA	NA
ASV_31627	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Murdochiella
ASV_31628	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31629	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31630	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31631	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31632	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31633	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus
ASV_31634	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_NK4A214_group
ASV_31635	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31636	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_31637	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Candidatus_Soleaferrea
ASV_31638	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Sellimonas
ASV_31639	Bacteria	Bacteroidetes	NA	NA	NA	NA
ASV_31640	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_31641	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31642	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium
ASV_31643	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_31644	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31645	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31646	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31647	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31648	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31649	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_31650	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_31651	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31652	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_31653	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31654	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ASV_31655	Bacteria	NA	NA	NA	NA	NA
ASV_31656	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31657	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium
ASV_31658	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_31659	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31660	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerofilum
ASV_31661	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_31662	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31663	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31664	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_1
ASV_31665	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
ASV_31666	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31667	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31668	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31669	Bacteria	Bacteroidetes	NA	NA	NA	NA
ASV_31670	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31671	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31672	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31673	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31674	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31675	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea
ASV_31676	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Sellimonas
ASV_31677	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_31678	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31679	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31680	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
ASV_31681	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31682	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_31683	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31684	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus
ASV_31685	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31686	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_31687	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31688	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_31689	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum
ASV_31690	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31691	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_NK4A214_group
ASV_31692	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_31693	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_31694	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_31695	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
ASV_31696	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_31697	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Allisonella
ASV_31698	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_31699	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31700	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_31701	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
ASV_31702	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Allisonella
ASV_31703	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium
ASV_31704	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-003
ASV_31705	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_31706	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_31707	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31708	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus
ASV_31709	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31710	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5
ASV_31711	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_31712	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31713	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_31714	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum
ASV_31715	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31716	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_1
ASV_31717	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_31718	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31719	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31720	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
ASV_31721	Bacteria	NA	NA	NA	NA	NA
ASV_31722	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_31723	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Allisonella
ASV_31724	Bacteria	Bacteroidetes	NA	NA	NA	NA
ASV_31725	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
ASV_31726	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
ASV_31727	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_31728	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_31729	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
ASV_31730	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_31731	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas
ASV_31732	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
